name,h_index,i10_index,works_count,cited_by_count,rush_works_5yr,two_year_mean_citedness,rush_dept,college,match_type,orcid,openalex_id,recent_author_works_5yr,senior_author_5yr,first_author_5yr,contributing_author_5yr,ambiguous_author_5yr,leadership_ratio_5yr,rush_affiliated_senior_5yr,external_contributor_5yr,corresponding_author_5yr,mean_fwci_5yr,top10_impact_works_5yr,top10_impact_share_5yr,dominant_topic_5yr,dominant_topic_works_5yr,openalex_awarded_works_5yr,nih_awarded_works_5yr,cross_dept_publications_5yr,rush_led_cross_dept_5yr,nih_project_years_5yr,nih_unique_projects_5yr,nih_active_projects,nih_r01_projects_5yr,nih_total_cost_5yr,nih_pi_match_type
Jordan L. Topel,6,5,11,586,0,0,Neurological Sciences,Rush Medical College,api_search,,https://openalex.org/A5066919427,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Abhaya Trivedi,6,6,17,316,6,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=6)",,https://openalex.org/A5112609683,7,4,1,2,0,0.571,3,0,1,0.450,1,0.143,Asthma and respiratory diseases,1,1,0,1,0,0,0,0,0,0,none
Kristen E. Vincent,6,6,10,196,1,2.0,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=1)",,https://openalex.org/A5016838008,1,0,0,1,0,0.000,0,0,0,1.445,0,0.000,Reading and Literacy Development,1,0,0,1,1,0,0,0,0,0,none
Tyler Weiss,6,4,13,326,3,2.3333333333333335,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=3)",,https://openalex.org/A5057664464,8,0,0,8,0,0.000,0,0,0,3.282,3,0.375,Respiratory Support and Mechanisms,3,0,0,6,5,0,0,0,0,0,none
Brittany Wilson,6,5,22,178,6,2.5,Anatomy & Cell Biology,Rush Medical College,"matched(ns=10,rw=6)",https://orcid.org/0000-0003-2594-3841,https://openalex.org/A5037965416,9,1,4,4,0,0.111,0,0,2,2.384,1,0.111,Bone Metabolism and Diseases,2,6,6,7,6,0,0,0,0,0,none
Sloane York,6,3,26,94,5,0.6666666666666666,Obstetrics & Gynecology,Rush Medical College,"matched(ns=10,rw=5)",,https://openalex.org/A5038629044,10,5,0,5,0,0.500,5,1,0,0.576,0,0.000,Reproductive Health and Technologies,3,0,0,2,1,0,0,0,0,0,none
Gilat Zisman,6,6,11,399,0,0,Anesthesiology,Rush Medical College,api_search,,https://openalex.org/A5036266019,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Salaheldin Abusin,5,4,15,116,4,1.5,Internal Medicine,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0002-5330-1013,https://openalex.org/A5056187464,7,3,0,4,0,0.429,2,2,0,1.337,2,0.286,Global Health and Surgery,2,0,0,0,0,0,0,0,0,0,none
Lauren M. Anderson,5,2,23,106,3,0.125,Family & Preventive Medicine,Rush Medical College,"matched(ns=10,rw=3)",https://orcid.org/0000-0003-4616-971X,https://openalex.org/A5013652742,12,0,3,9,0,0.000,0,4,3,0.274,0,0.000,Innovations in Medical Education,5,0,0,6,5,0,0,0,0,0,none
Pravir V. Baxi,5,3,22,187,9,0.0,Internal Medicine,Rush Medical College,"matched(ns=23,rw=9)",,https://openalex.org/A5081760562,9,4,0,5,0,0.444,4,0,0,1.260,2,0.222,Cell Adhesion Molecules Research,2,1,1,0,0,0,0,0,0,0,none
Sudeep H. Bhabad,5,4,17,97,7,0.14285714285714285,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=10,rw=7)",https://orcid.org/0000-0003-1866-3833,https://openalex.org/A5015882506,9,4,0,5,0,0.444,4,0,1,0.123,0,0.000,Intracerebral and Subarachnoid Hemorrhage Research,2,0,0,3,2,0,0,0,0,0,none
Aleksandra Bukiej,5,4,11,149,4,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0002-9632-6851,https://openalex.org/A5024356960,4,1,3,0,0,0.250,1,0,3,0.150,0,0.000,Systemic Sclerosis and Related Diseases,1,0,0,0,0,0,0,0,0,0,none
Paul E. Casey,5,3,15,78,3,0.0,Emergency Medicine,Rush Medical College,"matched(ns=10,rw=3)",https://orcid.org/0000-0002-8638-0432,https://openalex.org/A5012505929,5,0,0,5,0,0.000,0,2,0,1.061,0,0.000,COVID-19 and healthcare impacts,2,0,0,3,2,0,0,0,0,0,none
Kevin P. Cavanaugh,5,4,13,130,2,0.0,Dermatology,Rush Medical College,"matched(ns=10,rw=2)",,https://openalex.org/A5033758150,2,2,0,0,0,1.000,2,0,0,0.320,0,0.000,Actinomycetales infections and treatment,1,0,0,0,0,0,0,0,0,0,none
Colleen Cheverko,5,4,24,97,5,2.0,Anatomy & Cell Biology,Rush Medical College,"matched(ns=10,rw=5)",https://orcid.org/0000-0002-9065-1768,https://openalex.org/A5059980860,11,2,2,7,0,0.182,1,3,3,3.902,5,0.455,Forensic Anthropology and Bioarchaeology Studies,5,1,0,0,0,0,0,0,0,0,none
Sheila Cooper,5,3,12,70,2,1.0,Anesthesiology,Rush Medical College,"matched(ns=4,rw=2)",,https://openalex.org/A5110088803,7,0,0,7,0,0.000,0,5,0,0.744,1,0.143,Influenza Virus Research Studies,3,0,0,2,2,0,0,0,0,0,none
Elizabeth Davis,5,3,32,112,3,1.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=3)",https://orcid.org/0000-0003-0454-1413,https://openalex.org/A5080313201,8,1,1,6,0,0.125,1,1,1,0.167,0,0.000,Geriatric Care and Nursing Homes,2,0,0,5,4,0,0,0,0,0,none
Andrew Dorsch,5,5,15,584,1,0.0,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0001-8955-7742,https://openalex.org/A5076544631,1,0,0,1,0,0.000,0,0,0,0.495,0,0.000,Alcoholism and Thiamine Deficiency,1,0,0,1,1,0,0,0,0,0,none
Catherine Emerson,5,4,16,94,4,1.0,Dermatology,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0002-4211-2364,https://openalex.org/A5071509864,11,0,3,8,0,0.000,0,4,3,0.523,0,0.000,Inflammatory Bowel Disease,5,1,0,0,0,0,0,0,0,0,none
Katarzyna (Kasia) Gore,5,2,26,68,18,0.75,Emergency Medicine,Rush Medical College,"matched(ns=10,rw=18)",https://orcid.org/0000-0001-5310-3327,https://openalex.org/A5026270987,23,1,5,17,0,0.043,1,3,5,1.032,2,0.087,Innovations in Medical Education,8,0,0,0,0,0,0,0,0,0,none
Bridget Hahn,5,5,11,133,3,1.0,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=3)",https://orcid.org/0000-0001-8500-4593,https://openalex.org/A5027020123,5,1,2,2,0,0.200,1,0,2,3.048,2,0.400,Occupational Therapy Practice and Research,3,0,0,0,0,0,0,0,0,0,none
Narine Hakobyan,5,5,23,334,1,0.5,Pediatrics,Rush Medical College,"matched(ns=20,rw=1)",,https://openalex.org/A5112609254,5,2,0,1,2,0.400,0,0,2,3.039,2,0.400,Turkey's Politics and Society,1,0,0,1,0,0,0,0,0,0,none
Ira S. Halper,5,4,8,150,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,api_search,,https://openalex.org/A5013820915,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Piper Hansen,5,3,21,95,1,0.3333333333333333,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=1)",,https://openalex.org/A5075861287,10,1,4,5,0,0.100,0,2,4,2.914,3,0.300,Traumatic Brain Injury Research,3,3,2,0,0,0,0,0,0,0,none
Charles L. Hebert,5,4,15,107,3,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=3)",,https://openalex.org/A5040915855,7,3,0,4,0,0.429,2,1,0,0.926,1,0.143,Family and Patient Care in Intensive Care Units,3,0,0,4,3,0,0,0,0,0,none
Haley Herman,5,4,8,109,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5108723312,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Sara Hock,5,3,27,72,20,1.0,Emergency Medicine,Rush Medical College,"matched(ns=10,rw=20)",https://orcid.org/0000-0001-7495-2272,https://openalex.org/A5066340541,20,4,6,10,0,0.200,4,0,6,0.685,1,0.050,Simulation-Based Education in Healthcare,10,0,0,3,3,0,0,0,0,0,none
Jerome Hoeksema,5,2,16,80,0,0,Surgery,Rush Medical College,api_search,,https://openalex.org/A5074829721,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Ashok Jagasia,5,4,17,118,10,1.375,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=10,rw=10)",,https://openalex.org/A5032630578,13,7,1,5,0,0.538,7,2,1,1.259,2,0.154,Global Health Workforce Issues,4,1,0,0,0,0,0,0,0,0,none
Nelia Jain,5,4,34,125,1,2.739130434782609,Internal Medicine,Rush Medical College,"matched(ns=4,rw=1)",https://orcid.org/0000-0002-3452-2988,https://openalex.org/A5059341602,26,0,15,11,0,0.000,0,10,19,1.079,3,0.115,Orthopedic Surgery and Rehabilitation,3,1,0,1,1,0,0,0,0,0,none
Seo-Hyun Kim,5,5,9,261,8,0.5,Internal Medicine,Rush Medical College,"matched(ns=7,rw=8)",https://orcid.org/0000-0003-1835-2998,https://openalex.org/A5045033699,9,0,0,9,0,0.000,0,0,0,3.528,5,0.556,Lymphoma Diagnosis and Treatment,5,1,0,2,0,0,0,0,0,0,none
Yun Ju Kim,5,2,13,133,2,0.0,Internal Medicine,Rush Medical College,"matched(ns=5,rw=2)",,https://openalex.org/A5068579548,4,0,2,2,0,0.000,0,1,2,1.078,0,0.000,"Healthcare cost, quality, practices",1,0,0,0,0,0,0,0,0,0,none
John Konen,5,4,9,601,2,0.0,Surgery,Rush Medical College,"matched(ns=20,rw=2)",,https://openalex.org/A5017362338,4,0,1,2,1,0.000,0,2,2,0.515,1,0.250,Health Literacy and Information Accessibility,1,0,0,0,0,0,0,0,0,0,none
Louis J. Kraus,5,4,23,182,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,api_search,,https://openalex.org/A5113972497,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Shannon Li,5,3,21,100,8,5.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0009-0007-3087-7339,https://openalex.org/A5051549912,15,3,3,9,0,0.200,2,4,2,0.615,1,0.067,Innovative Human-Technology Interaction,2,1,0,0,0,0,0,0,0,0,none
Amy Marks,5,3,12,88,10,1.25,Emergency Medicine,Rush Medical College,"matched(ns=20,rw=10)",,https://openalex.org/A5022770880,12,2,4,6,0,0.167,2,1,3,1.484,2,0.167,Streptococcal Infections and Treatments,3,0,0,0,0,0,0,0,0,0,none
Karen M. Mayer,5,2,10,99,1,0.0,College of Nursing,College of Nursing,"matched(ns=23,rw=1)",,https://openalex.org/A5034511660,3,0,0,3,0,0.000,0,0,0,1.344,1,0.333,Bariatric Surgery and Outcomes,1,0,0,1,1,0,0,0,0,0,none
Angela Moss,5,2,19,75,4,1.25,College of Nursing,College of Nursing,"matched(ns=20,rw=4)",https://orcid.org/0000-0001-6503-0129,https://openalex.org/A5009313755,12,3,4,5,0,0.250,2,1,4,1.419,2,0.167,Homelessness and Social Issues,3,1,1,4,2,0,0,0,0,0,none
Gatha Nair,5,2,24,159,15,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=15)",,https://openalex.org/A5113934632,19,4,0,15,0,0.211,4,3,0,0.948,2,0.105,Mechanical Circulatory Support Devices,3,1,1,3,3,0,0,0,0,0,none
Colleen B. Nash,5,4,19,154,4,0.25,Pediatrics,Rush Medical College,"matched(ns=23,rw=4)",,https://openalex.org/A5034492680,5,1,0,4,0,0.200,1,0,0,0.615,0,0.000,Pediatric Urology and Nephrology Studies,1,0,0,2,2,0,0,0,0,0,none
Julie Neborak,5,3,17,252,5,1.6,Internal Medicine,Rush Medical College,"matched(ns=10,rw=5)",,https://openalex.org/A5045765181,14,0,8,6,0,0.000,0,0,7,0.462,0,0.000,Obstructive Sleep Apnea Research,7,1,0,0,0,0,0,0,0,0,none
Fernando Ocampo Gonzalez,5,3,30,116,12,0.9523809523809523,Pathology,Rush Medical College,"matched(ns=4,rw=12)",https://orcid.org/0000-0001-7142-6031,https://openalex.org/A5045563885,29,0,6,23,0,0.000,0,2,7,1.244,4,0.138,Hip disorders and treatments,6,0,0,10,1,0,0,0,0,0,none
Evguenia S. Popova,5,3,22,68,1,0.5,College of Health Sciences,College of Health Sciences,"matched(ns=23,rw=1)",https://orcid.org/0000-0002-8045-3215,https://openalex.org/A5019996225,12,2,6,4,0,0.167,2,0,6,2.564,3,0.250,Occupational Therapy Practice and Research,3,0,0,0,0,0,0,0,0,0,none
Swathi B. Reddy,5,5,16,165,6,4.0,Surgery,Rush Medical College,"matched(ns=23,rw=6)",,https://openalex.org/A5051079049,7,0,0,7,0,0.000,0,1,0,0.711,0,0.000,Bariatric Surgery and Outcomes,1,1,0,5,4,0,0,0,0,0,none
Michele Richard,5,3,21,421,7,1.0,Cardiovascular & Thoracic Surgery,Rush Medical College,"matched(ns=20,rw=7)",https://orcid.org/0000-0001-9500-5581,https://openalex.org/A5075415443,7,1,0,6,0,0.143,1,0,0,0.442,0,0.000,Diversity and Career in Medicine,1,0,0,1,0,0,0,0,0,0,none
Walter Rosenberg,5,5,13,135,5,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=5)",,https://openalex.org/A5103683666,6,1,3,2,0,0.167,1,0,3,0.406,0,0.000,Geriatric Care and Nursing Homes,2,0,0,3,3,0,0,0,0,0,none
Stuart W. Rosenbush,5,4,8,110,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5080240469,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Tulsi P. Roy,5,4,18,102,2,0.0,Surgery,Rush Medical College,"matched(ns=10,rw=2)",https://orcid.org/0000-0002-7770-8897,https://openalex.org/A5088782189,9,0,6,3,0,0.000,0,2,7,0.278,0,0.000,Orthodontics and Dentofacial Orthopedics,3,0,0,0,0,0,0,0,0,0,none
Dmitry S. Ruban,5,4,7,185,0,0,Neurological Surgery,Rush Medical College,api_search,,https://openalex.org/A5090755842,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Manan Shah,5,4,28,103,3,0.5454545454545454,Internal Medicine,Rush Medical College,"matched(ns=7,rw=3)",https://orcid.org/0000-0002-2084-2438,https://openalex.org/A5036841626,22,1,5,16,0,0.045,0,12,4,0.841,2,0.091,Food Allergy and Anaphylaxis Research,4,3,3,0,0,0,0,0,0,0,none
Jamie Slade,5,2,10,104,0,0,Pathology,Rush Medical College,api_search,,https://openalex.org/A5083226285,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Denis Snegovskikh,5,4,22,253,1,0.0,Anesthesiology,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0003-3671-7428,https://openalex.org/A5030702863,4,0,2,2,0,0.000,0,0,1,0.138,0,0.000,Spinal Dysraphism and Malformations,1,0,0,0,0,0,0,0,0,0,none
Cyndi R. Sosnowski,5,4,16,136,8,0.0,Pediatrics,Rush Medical College,"matched(ns=10,rw=8)",,https://openalex.org/A5007856703,8,0,0,8,0,0.000,0,0,0,0.324,0,0.000,Congenital Heart Disease Studies,3,0,0,0,0,0,0,0,0,0,none
Sandra S. Swantek,5,3,29,396,8,81.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=8)",,https://openalex.org/A5027090974,11,8,0,3,0,0.727,8,2,7,11.217,2,0.182,Dementia and Cognitive Impairment Research,5,2,1,2,2,0,0,0,0,0,none
Henry D. Swoboda,5,5,13,234,3,2.0,Emergency Medicine,Rush Medical College,"matched(ns=10,rw=3)",,https://openalex.org/A5046944791,4,2,0,2,0,0.500,2,0,0,1.503,1,0.250,Opioid Use Disorder Treatment,2,0,0,0,0,0,0,0,0,0,none
Aimee J. Szewka,5,4,25,236,3,0.0,Neurological Sciences,Rush Medical College,"matched(ns=10,rw=3)",https://orcid.org/0000-0002-5016-9483,https://openalex.org/A5036757717,5,1,0,4,0,0.200,1,1,0,0.303,0,0.000,Head and Neck Surgical Oncology,2,0,0,2,2,0,0,0,0,0,none
Csaba Szilagyi,5,2,18,85,5,2.0,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=5)",https://orcid.org/0000-0002-0413-3025,https://openalex.org/A5016021226,17,0,10,6,1,0.000,0,1,10,2.081,6,0.353,"Religion, Spirituality, and Psychology",11,0,0,0,0,0,0,0,0,0,none
Robert B. Wright,5,5,7,80,0,0,Neurological Sciences,Rush Medical College,api_search,,https://openalex.org/A5110670669,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Xinhai R. Zhang,5,5,24,120,5,2.75,Pathology,Rush Medical College,"matched(ns=23,rw=5)",https://orcid.org/0000-0001-7524-2547,https://openalex.org/A5068141074,17,3,2,12,0,0.176,0,9,2,2.335,5,0.294,Artificial Intelligence in Healthcare and Education,3,6,3,2,0,0,0,0,0,0,none
Rana Abraham,4,2,27,96,3,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=3)",,https://openalex.org/A5108273712,5,3,0,2,0,0.600,3,2,0,0.000,0,0.000,IgG4-Related and Inflammatory Diseases,1,0,0,0,0,0,0,0,0,0,none
Sara Adams,4,2,13,54,1,0.0,College of Nursing,College of Nursing,"matched(ns=10,rw=1)",https://orcid.org/0000-0002-5422-1613,https://openalex.org/A5042813238,6,1,3,0,2,0.167,1,0,4,0.224,0,0.000,Medication Adherence and Compliance,1,0,0,0,0,0,0,0,0,0,none
Kristin Al-Ghoul,4,3,4,99,0,0,Anatomy & Cell Biology,Rush Medical College,api_search,,https://openalex.org/A5029098329,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Jeremy Alland,4,3,14,71,2,0.0,Family & Preventive Medicine,Rush Medical College,"matched(ns=10,rw=2)",,https://openalex.org/A5069438907,5,1,2,1,1,0.200,1,0,3,0.170,0,0.000,Cardiovascular Effects of Exercise,2,0,0,2,0,0,0,0,0,0,none
Sandeep D. Amin,4,2,10,146,1,0.0,Anesthesiology,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5085606197,3,2,0,1,0,0.667,1,0,0,0.000,0,0.000,Botulinum Toxin and Related Neurological Disorders,1,0,0,0,0,0,0,0,0,0,none
Glenda Morris Burnett,4,2,7,49,1,0.0,College of Nursing,College of Nursing,"matched(ns=23,rw=1)",,https://openalex.org/A5077407780,2,0,0,2,0,0.000,0,0,0,3.338,1,0.500,COVID-19 and Mental Health,1,0,0,0,0,0,0,0,0,0,none
Ellen L. Carbonell,4,2,11,71,3,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=3)",,https://openalex.org/A5104087488,9,2,4,3,0,0.222,2,1,4,0.982,1,0.111,Geriatric Care and Nursing Homes,3,1,0,4,2,0,0,0,0,0,none
Wayne Chen,4,4,4,122,0,0,Physiology & Biophysics,Rush Medical College,api_search,,https://openalex.org/A5056234922,1,1,0,0,0,1.000,1,0,1,1.514,0,0.000,Endoplasmic Reticulum Stress and Disease,1,1,1,0,0,0,0,0,0,0,none
Elizabeth M. Comiskey,4,3,5,137,0,0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,api_search,,https://openalex.org/A5080865812,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Nicholas Cozzi,4,2,17,45,10,1.2,Emergency Medicine,Rush Medical College,"matched(ns=20,rw=10)",https://orcid.org/0000-0001-7887-972X,https://openalex.org/A5043411039,16,1,3,12,0,0.062,1,2,3,1.143,2,0.125,Workplace Violence and Bullying,2,2,1,1,1,0,0,0,0,0,none
Stephanie C. Crane,4,3,9,63,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5006345165,3,2,0,1,0,0.667,2,0,0,0.000,1,0.333,Reproductive tract infections research,1,0,0,0,0,0,0,0,0,0,none
Michael Cui,4,2,13,41,5,0.4,Internal Medicine,Rush Medical College,"matched(ns=20,rw=5)",https://orcid.org/0000-0002-4352-9831,https://openalex.org/A5056677965,10,0,0,10,0,0.000,0,3,0,0.193,0,0.000,Health and Wellbeing Research,2,3,1,0,0,0,0,0,0,0,none
Janice J. Dieschbourg,4,4,5,95,0,0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,api_search,,https://openalex.org/A5054467870,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Vinodinee Dissanayake,4,0,9,29,3,5.0,Emergency Medicine,Rush Medical College,"matched(ns=20,rw=3)",,https://openalex.org/A5068054578,3,2,0,1,0,0.667,2,0,0,2.270,1,0.333,Acute Myocardial Infarction Research,1,0,0,0,0,0,0,0,0,0,none
Julianne A. Doucette,4,1,13,31,1,2.0,College of Nursing,College of Nursing,"matched(ns=10,rw=1)",https://orcid.org/0000-0002-6999-0327,https://openalex.org/A5054167954,9,2,1,6,0,0.222,2,2,1,0.749,0,0.000,Food Allergy and Anaphylaxis Research,2,0,0,0,0,0,0,0,0,0,none
Mohamed Elrakhawy,4,2,29,77,1,0.2,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0003-1151-4907,https://openalex.org/A5032569146,8,0,0,8,0,0.000,0,7,0,0.377,0,0.000,Salivary Gland Disorders and Functions,1,0,0,0,0,0,0,0,0,0,none
Samuel Fox,4,4,9,182,5,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=5)",,https://openalex.org/A5000973502,5,0,2,3,0,0.000,0,0,2,5.057,1,0.200,Cultural Competency in Health Care,2,0,0,2,1,0,0,0,0,0,none
Jonathan Goldner,4,3,11,83,1,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5086995309,2,0,0,1,1,0.000,0,0,1,3.374,1,0.500,Posttraumatic Stress Disorder Research,1,0,0,0,0,0,0,0,0,0,none
Margaret Griesemer,4,2,4,80,4,0.0,Anesthesiology,Rush Medical College,"matched(ns=10,rw=4)",,https://openalex.org/A5063098964,4,0,0,4,0,0.000,0,0,0,4.035,2,0.500,Anesthesia and Pain Management,4,0,0,3,3,0,0,0,0,0,none
Marilyn M. Hallock,4,3,22,123,0,0,Emergency Medicine,Rush Medical College,api_search,,https://openalex.org/A5068243285,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Lauren Harnois,4,3,12,107,6,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=6)",,https://openalex.org/A5062070386,9,0,2,7,0,0.000,0,0,2,1.596,1,0.111,Respiratory Support and Mechanisms,4,0,0,4,3,0,0,0,0,0,none
Tiffany K. Hor,4,4,10,332,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5057902482,1,1,0,0,0,1.000,1,0,0,0.000,0,0.000,Alcohol Consumption and Health Effects,1,0,0,0,0,0,0,0,0,0,none
Josephine A. Howard-Ruben,4,2,19,230,1,0.0,College of Nursing,College of Nursing,"matched(ns=7,rw=1)",https://orcid.org/0000-0001-5665-3527,https://openalex.org/A5033222996,4,1,1,2,0,0.250,1,0,1,0.446,0,0.000,Nausea and vomiting management,1,0,0,0,0,0,0,0,0,0,none
Phillip A. Jacobson,4,4,5,114,1,0.0,Pediatrics,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0000-0002-9254-7868,https://openalex.org/A5036300556,1,0,1,0,0,0.000,0,0,1,0.283,0,0.000,Disaster Response and Management,1,0,0,1,1,0,0,0,0,0,none
Sujit J. Janardhan,4,3,13,175,5,1.75,Internal Medicine,Rush Medical College,"matched(ns=10,rw=5)",https://orcid.org/0000-0002-7146-7818,https://openalex.org/A5108474184,9,2,0,7,0,0.222,2,4,1,1.351,2,0.222,Liver Disease and Transplantation,4,0,0,1,1,0,0,0,0,0,none
Mitesh Kabadi,4,1,7,43,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5111162636,2,0,0,2,0,0.000,0,0,0,0.000,1,0.500,Vascular anomalies and interventions,1,0,0,1,1,0,0,0,0,0,none
Ravi E. Kasi,4,4,18,152,3,2.0,Physical Medicine & Rehabilitation,Rush Medical College,"matched(ns=10,rw=3)",,https://openalex.org/A5082271203,5,0,0,4,1,0.000,0,1,1,0.854,1,0.200,Innovations in Medical Education,2,0,0,1,0,0,0,0,0,0,none
John P. Kerchberger,4,3,4,129,0,0,Anesthesiology,Rush Medical College,api_search,,https://openalex.org/A5051213908,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Sonali Khandelwal,4,1,14,109,4,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=4)",,https://openalex.org/A5088288846,5,3,2,0,0,0.600,3,0,1,5.812,1,0.200,Musculoskeletal Disorders and Rehabilitation,2,0,0,0,0,0,0,0,0,0,none
Stanley Lapidos,4,3,4,76,0,0,Preventive Medicine,Rush Medical College,api_search,,https://openalex.org/A5048711341,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Rebecca Liebman,4,3,5,382,0,0,Unclassified,Rush Medical College,api_search,,https://openalex.org/A5001604011,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Jeanne Little,4,2,11,65,1,0.0,College of Nursing,College of Nursing,"matched(ns=20,rw=1)",https://orcid.org/0000-0002-2355-8248,https://openalex.org/A5071731366,4,3,0,1,0,0.750,3,0,0,0.536,0,0.000,Interpreting and Communication in Healthcare,2,0,0,0,0,0,0,0,0,0,none
Susan Lopez,4,2,19,51,2,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=2)",https://orcid.org/0000-0002-1067-0441,https://openalex.org/A5008993449,5,0,2,3,0,0.000,0,1,1,4.291,2,0.400,Interpreting and Communication in Healthcare,2,1,1,1,1,0,0,0,0,0,none
Roselyn Cristelle I. Mateo,4,2,15,99,3,0.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=3)",,https://openalex.org/A5112455121,4,2,1,1,0,0.500,2,1,1,1.065,1,0.250,Thyroid Cancer Diagnosis and Treatment,1,0,0,0,0,0,0,0,0,0,none
Arthur Maydell,4,3,13,68,0,0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,api_search,,https://openalex.org/A5114255221,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Lindsay McCullough,4,3,21,87,9,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=9)",,https://openalex.org/A5014508203,10,0,3,7,0,0.000,0,0,2,0.138,0,0.000,Obstructive Sleep Apnea Research,6,1,0,3,3,0,0,0,0,0,none
Joshua Murphy,4,3,16,107,9,0.8,Pediatrics,Rush Medical College,"matched(ns=4,rw=9)",https://orcid.org/0000-0003-4901-2865,https://openalex.org/A5074975076,12,2,7,2,1,0.167,1,0,8,0.926,1,0.083,Posttraumatic Stress Disorder Research,8,5,1,7,7,0,0,0,0,0,none
