appl_id,subproject_id,faculty_name,rush_dept,pi_full_name,pi_match_type,is_contact_pi,fiscal_year,project_num,core_project_num,activity_code,agency,award_amount,is_active,project_title,organization,project_start_date,project_end_date
10842293,,Aloka L. Patel,Pediatrics,Aloka Lahoti Patel,exact_first_last,true,2024,5R01HD107348-03,R01HD107348,R01,NICHD,535163,false,"Early Childhood Neurodevelopmental, Economic and Nutritional Outcomes among Former Very Low Birth Weight Infants from the Reducing Disparity in Mother's Own Milk (ReDiMOM) Trial",RUSH UNIVERSITY MEDICAL CENTER,2022-09-15T00:00:00,2027-05-31T00:00:00
10870794,,Frank C. Ko,Anatomy & Cell Biology,Frank  Ko,exact_first_last,true,2024,1R03AR082927-01A1,R03AR082927,R03,NIAMS,158000,true,Examining endothelial cell and its plasticity in intramembranous bone regeneration,RUSH UNIVERSITY MEDICAL CENTER,2024-04-01T00:00:00,2026-09-30T00:00:00
10934375,,,,Mohamed  Abdel Mohsen,unmatched,false,2024,5R01AA031197-02,R01AA031197,R01,NIAAA,718494,false,Gut Microbiota-Mediated Inflammatory Interactions Between Alcohol Use Disorders and HIV Infection,RUSH UNIVERSITY MEDICAL CENTER,2023-09-25T00:00:00,2028-08-31T00:00:00
10934375,,Ali Keshavarzian,Internal Medicine,ALI  KESHAVARZIAN,exact_first_last,true,2024,5R01AA031197-02,R01AA031197,R01,NIAAA,718494,false,Gut Microbiota-Mediated Inflammatory Interactions Between Alcohol Use Disorders and HIV Infection,RUSH UNIVERSITY MEDICAL CENTER,2023-09-25T00:00:00,2028-08-31T00:00:00
10764658,,Thomas DeCoursey,Physiology & Biophysics,THOMAS E DECOURSEY,exact_first_last,true,2024,1R35GM151963-01,R35GM151963,R35,NIGMS,434500,false,"Control Mechanisms of Human Voltage Gated Proton Channels, hHv1",RUSH UNIVERSITY MEDICAL CENTER,2024-02-01T00:00:00,2029-01-31T00:00:00
10923802,,Konstantinos Arfanakis,Diagnostic Radiology & Nuclear Medicine,Konstantinos  Arfanakis,exact_first_last,true,2024,5U01NS100599-08,U01NS100599,U01,NINDS,1158160,false,Longitudinal validation of cerebral small vessel disease biomarkers in diverse community-based older adults without dementia,RUSH UNIVERSITY MEDICAL CENTER,2021-09-29T00:00:00,2026-07-31T00:00:00
10923802,,Julie A. Schneider,Pathology,Julie A. Schneider,exact_first_last,false,2024,5U01NS100599-08,U01NS100599,U01,NINDS,1158160,false,Longitudinal validation of cerebral small vessel disease biomarkers in diverse community-based older adults without dementia,RUSH UNIVERSITY MEDICAL CENTER,2021-09-29T00:00:00,2026-07-31T00:00:00
10873126,7926,David A. Bennett,Neurological Sciences,DAVID ALAN BENNETT,exact_first_last,true,2024,5P30AG072975-04,P30AG072975,P30,NIA,266115,false,Core A: Administrative Core,RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-06-30T00:00:00
10763424,,Faraz Bishehsari,Internal Medicine,Faraz  Bishehsari,exact_first_last,true,2024,5R21CA277110-02,R21CA277110,R21,NCI,60641,false,Personalized Organoid-Chip Model For Drug Testing in Pancreatic Cancer,RUSH UNIVERSITY MEDICAL CENTER,2023-02-01T00:00:00,2024-05-31T00:00:00
10773166,,,,Stephanie  Crowley McWilliam,unmatched,true,2024,5R01HL146772-05,R01HL146772,R01,NHLBI,499714,false,Adolescent circadian misalignment: Mechanistic studies of sleep and light,RUSH UNIVERSITY MEDICAL CENTER,2020-04-01T00:00:00,2026-02-28T00:00:00
10612934,,Francine Grodstein,Internal Medicine,FRANCINE  GRODSTEIN,exact_first_last,true,2024,5R01AG069904-03,R01AG069904,R01,NIA,913832,false,A Novel Epigenetic Clock for Brain Aging,RUSH UNIVERSITY MEDICAL CENTER,2021-08-01T00:00:00,2027-04-30T00:00:00
10612934,,,,Bernardo  Lemos,unmatched,false,2024,5R01AG069904-03,R01AG069904,R01,NIA,913832,false,A Novel Epigenetic Clock for Brain Aging,RUSH UNIVERSITY MEDICAL CENTER,2021-08-01T00:00:00,2027-04-30T00:00:00
10622618,,David A. Bennett,Neurological Sciences,DAVID ALAN BENNETT,exact_first_last,true,2024,5R01AG015819-21,R01AG015819,R01,NIA,2868751,true,"Risk Factors, Pathology, and Clinical Expressions of AD",RUSH UNIVERSITY MEDICAL CENTER,1998-07-15T00:00:00,2027-04-30T00:00:00
10888272,,Supriya D. Mehta,Internal Medicine,Supriya Dinesh Mehta,exact_first_last,true,2024,5R01AI170564-03,R01AI170564,R01,NIAID,590753,false,Single arm trial of menstrual cups among economically vulnerable women to reduce Bacterial vaginosis and STIs through reduced harmful sexual and menstrual practices,RUSH UNIVERSITY MEDICAL CENTER,2022-08-01T00:00:00,2027-07-31T00:00:00
10867155,,Melissa M. Crane,Family & Preventive Medicine,Melissa Marie Crane,exact_first_last,true,2024,1R03DK139135-01,R03DK139135,R03,NIDDK,118500,false,Leveraging discrete choice experiments to increase participant diversity in future clinical trials,RUSH UNIVERSITY MEDICAL CENTER,2024-04-01T00:00:00,2026-03-31T00:00:00
10851907,,,,Anne-Marie  Malfait,unmatched,true,2024,5R01AR060364-12,R01AR060364,R01,NIAMS,575967,false,Molecular Pathways of Pain Generation in Osteoarthritis,RUSH UNIVERSITY MEDICAL CENTER,2011-02-01T00:00:00,2026-06-30T00:00:00
10852356,,D. Rick Sumner,Anatomy & Cell Biology,D Rick Sumner,exact_first_last,true,2024,1S10OD036245-01,S10OD036245,S10,OD,462680,true,Acquisition of a laser microtomy system for hard tissue histology,RUSH UNIVERSITY MEDICAL CENTER,2024-05-15T00:00:00,2026-05-14T00:00:00
10864963,,Kathrin Banach,Internal Medicine,Kathrin  Banach,exact_first_last,true,2024,5R01HL164453-03,R01HL164453,R01,NHLBI,692674,false,"Atrial Excitation-Contraction Coupling, Calcium Signaling and Electro-Mechanical Alternans",RUSH UNIVERSITY MEDICAL CENTER,2022-07-20T00:00:00,2026-06-30T00:00:00
10864963,,Giedrius Kanaporis,Physiology & Biophysics,Giedrius  Kanaporis,exact_first_last,false,2024,5R01HL164453-03,R01HL164453,R01,NHLBI,692674,false,"Atrial Excitation-Contraction Coupling, Calcium Signaling and Electro-Mechanical Alternans",RUSH UNIVERSITY MEDICAL CENTER,2022-07-20T00:00:00,2026-06-30T00:00:00
10883882,,Zoe Arvanitakis,Neurological Sciences,Zoe  Arvanitakis,exact_first_last,true,2024,4R01AG074549-02,R01AG074549,R01,NIA,1085446,false,The role of blood and brain 5-hydroxymethylcytosine in linking vascular risk factors to ADRD in older White and Black persons,RUSH UNIVERSITY MEDICAL CENTER,2021-08-15T00:00:00,2026-07-31T00:00:00
10901869,,,,Natalie  Adamczyk,unmatched,true,2024,5F31AR083277-02,F31AR083277,F31,NIAMS,41918,false,Piezo2-mediated neuroplasticity in osteoarthritis,RUSH UNIVERSITY MEDICAL CENTER,2023-08-01T00:00:00,2025-04-30T00:00:00
10843805,,,,Lena  Al-Harthi,unmatched,true,2024,5R01DA055497-03,R01DA055497,R01,NIDA,552787,false,Human/Animal Brain Chimera in drugs of abuse and HIV,RUSH UNIVERSITY MEDICAL CENTER,2022-08-15T00:00:00,2027-05-31T00:00:00
10799708,,Elizabeth B. Lynch,Family & Preventive Medicine,ELIZABETH B LYNCH,exact_first_last,true,2024,5R01NR018463-04,R01NR018463,R01,NINR,657477,false,Alive Blood Pressure Project: A church-based intervention to improve blood pressure,RUSH UNIVERSITY MEDICAL CENTER,2020-05-01T00:00:00,2026-03-31T00:00:00
10765708,,Patricia Boyle,Psychiatry & Behavioral Sciences,PATRICIA A BOYLE,exact_first_last,true,2024,5R01AG033678-13,R01AG033678,R01,NIA,729449,false,Epidemiologic Study of Decision Making in Preclinical Alzheimer's Disease,RUSH UNIVERSITY MEDICAL CENTER,2009-09-15T00:00:00,2026-12-31T00:00:00
11014799,,Ali Keshavarzian,Internal Medicine,ALI  KESHAVARZIAN,exact_first_last,true,2024,2R24AA026801-06,R24AA026801,R24,NIAAA,555200,false,Center for Circadian Rhythms and Alcohol-Induced Tissue Damage,RUSH UNIVERSITY MEDICAL CENTER,2024-09-17T00:00:00,2029-06-30T00:00:00
10985586,,Puja Agarwal,Internal Medicine,Puja  Agarwal,exact_first_last,true,2024,1R01AG085483-01A1,R01AG085483,R01,NIA,787390,false,"Dietary factors, neuroinflammation, plasma neurodegenerative biomarkers and Alzheimer’s disease in diverse cohorts",RUSH UNIVERSITY MEDICAL CENTER,2024-09-15T00:00:00,2029-06-30T00:00:00
10992885,,Sarah H. Ailey,College of Nursing,Sarah Herrink Ailey,exact_first_last,true,2024,1R01HD116320-01,R01HD116320,R01,NICHD,553529,false,End Diagnostic Overshadowing: Addressing Ableism in the Healthcare Context,RUSH UNIVERSITY MEDICAL CENTER,2024-08-01T00:00:00,2029-07-31T00:00:00
11013778,,,,Elizabeth Mara Berry-Kravis,unmatched,true,2024,5U01DD001298-04,U01DD001298,U01,NCBDDD,800000,false,"Characterizing the Natural History of Fragile X Syndrome to Inform the Development of Intervention,Outcome Measures",RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-08-31T00:00:00
11013778,,,,Craig  Erickson,unmatched,false,2024,5U01DD001298-04,U01DD001298,U01,NCBDDD,800000,false,"Characterizing the Natural History of Fragile X Syndrome to Inform the Development of Intervention,Outcome Measures",RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-08-31T00:00:00
11013778,,,,Nicole Renee Tartaglia,unmatched,false,2024,5U01DD001298-04,U01DD001298,U01,NCBDDD,800000,false,"Characterizing the Natural History of Fragile X Syndrome to Inform the Development of Intervention,Outcome Measures",RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-08-31T00:00:00
10873123,,Julie A. Schneider,Pathology,Julie A. Schneider,exact_first_last,true,2024,5P30AG072975-04,P30AG072975,P30,NIA,3104748,false,Rush Alzheimer's Disease Research Center,RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-06-30T00:00:00
11174973,,Hannah J. Lundberg,Orthopedic Surgery,Hannah Jean Lundberg,exact_first_last,true,2024,1R56AR082872-01A1,R56AR082872,R56,NIAMS,395171,true,In vivo chemical changes of contemporary polyethylene in TKA: implications for wear and osteolysis,RUSH UNIVERSITY MEDICAL CENTER,2024-09-01T00:00:00,2026-08-31T00:00:00
11174973,,Robin Pourzal,Orthopedic Surgery,Robin A. Pourzal,exact_first_last,false,2024,1R56AR082872-01A1,R56AR082872,R56,NIAMS,395171,true,In vivo chemical changes of contemporary polyethylene in TKA: implications for wear and osteolysis,RUSH UNIVERSITY MEDICAL CENTER,2024-09-01T00:00:00,2026-08-31T00:00:00
11174973,,,,Douglas W Van Citters,unmatched,false,2024,1R56AR082872-01A1,R56AR082872,R56,NIAMS,395171,true,In vivo chemical changes of contemporary polyethylene in TKA: implications for wear and osteolysis,RUSH UNIVERSITY MEDICAL CENTER,2024-09-01T00:00:00,2026-08-31T00:00:00
10873146,7930,,,Crystal M. Glover,unmatched,true,2024,5P30AG072975-04,P30AG072975,P30,NIA,160140,false,"Core E: Outreach, Recruitment, and Engagement Core",RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-06-30T00:00:00
10873160,7933,David X. Marquez,College of Nursing,DAVID X MARQUEZ,exact_first_last,true,2024,5P30AG072975-04,P30AG072975,P30,NIA,461858,false,Core I: Latino Core,RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-06-30T00:00:00
10892130,9279,,,RICHARD J MILLER,unmatched,true,2024,5P30AR079206-04,P30AR079206,P30,NIAMS,267964,false,Neurobiology Core C,RUSH UNIVERSITY MEDICAL CENTER,2021-09-14T00:00:00,2026-08-31T00:00:00
10750954,,Lionel C. Clement,Internal Medicine,Lionel Claudius Clement,exact_first_last,true,2024,5R01DK126926-04,R01DK126926,R01,NIDDK,331584,false,Kidney PCSK9 in nephrotic syndrome,RUSH UNIVERSITY MEDICAL CENTER,2021-01-01T00:00:00,2025-12-31T00:00:00
10754254,,Tricia Johnson,College of Health Sciences,TRICIA J. JOHNSON,exact_first_last,false,2024,5R01MD013969-05,R01MD013969,R01,NIMHD,600865,false,Reducing Disparity in Receipt of Mother’s Own Milk in Very Low Birth Weight Infants: An Economic Intervention to Improve Adherence to Sustained Maternal Breast Pump Use,RUSH UNIVERSITY MEDICAL CENTER,2020-04-18T00:00:00,2025-12-31T00:00:00
10754254,,Aloka L. Patel,Pediatrics,Aloka Lahoti Patel,exact_first_last,true,2024,5R01MD013969-05,R01MD013969,R01,NIMHD,600865,false,Reducing Disparity in Receipt of Mother’s Own Milk in Very Low Birth Weight Infants: An Economic Intervention to Improve Adherence to Sustained Maternal Breast Pump Use,RUSH UNIVERSITY MEDICAL CENTER,2020-04-18T00:00:00,2025-12-31T00:00:00
10885153,,Kalipada Pahan,Neurological Sciences,KALIPADA  PAHAN,exact_first_last,true,2024,5R01AT010980-05,R01AT010980,R01,NCCIH,384650,false,Muscle building supplement HMB for remyelination,RUSH UNIVERSITY MEDICAL CENTER,2020-07-01T00:00:00,2025-06-30T00:00:00
10898000,,,,XIU-TI  HU,unmatched,true,2024,5R01DA057197-03,R01DA057197,R01,NIDA,759014,false,"cART, neuroHIV, cocaine abuse and the mPFC neuron/astrocyte dysfunction",RUSH UNIVERSITY MEDICAL CENTER,2022-09-15T00:00:00,2027-08-31T00:00:00
10986713,,Christopher G. Goetz,Neurological Sciences,Christopher G. Goetz,exact_first_last,false,2024,1U01DK140923-01,U01DK140923,U01,NIDDK,514873,false,The Bidirectional Gut-Microbiota-Brain Axis in Parkinson’s disease: integrating mechanistic biomarkers of disease severity and progression,RUSH UNIVERSITY MEDICAL CENTER,2024-08-15T00:00:00,2029-06-30T00:00:00
10986713,,Ali Keshavarzian,Internal Medicine,ALI  KESHAVARZIAN,exact_first_last,true,2024,1U01DK140923-01,U01DK140923,U01,NIDDK,514873,false,The Bidirectional Gut-Microbiota-Brain Axis in Parkinson’s disease: integrating mechanistic biomarkers of disease severity and progression,RUSH UNIVERSITY MEDICAL CENTER,2024-08-15T00:00:00,2029-06-30T00:00:00
10986713,,,,Amol  Sharma,unmatched,false,2024,1U01DK140923-01,U01DK140923,U01,NIDDK,514873,false,The Bidirectional Gut-Microbiota-Brain Axis in Parkinson’s disease: integrating mechanistic biomarkers of disease severity and progression,RUSH UNIVERSITY MEDICAL CENTER,2024-08-15T00:00:00,2029-06-30T00:00:00
10897320,,Sumant S. Chugh,Internal Medicine,Sumant Singh Chugh,exact_first_last,true,2024,5R01DK129522-04,R01DK129522,R01,NIDDK,556406,false,Covid 19 cytokine storm,RUSH UNIVERSITY MEDICAL CENTER,2021-08-15T00:00:00,2025-07-31T00:00:00
10951805,,Kyle J. Popovich,Internal Medicine,Kyle Jeanne Popovich,exact_first_last,true,2024,1R21AI185529-01,R21AI185529,R21,NIAID,243361,false,Whole Genome Sequencing of N. gonorrhoeae from Non-Culture Based Clinical Specimens to Surveil for Emerging Resistance,RUSH UNIVERSITY MEDICAL CENTER,2024-08-15T00:00:00,2026-07-31T00:00:00
10923784,,,,Andres F Pelaez,unmatched,true,2024,5F31HL167623-02,F31HL167623,F31,NHLBI,48974,false,Inflammatory Bowel Disease-Induced Inflammation Potentiates Atrial Fibrillation Risk,RUSH UNIVERSITY MEDICAL CENTER,2023-01-01T00:00:00,2024-12-31T00:00:00
11037437,,,,Martin K Lotz,unmatched,false,2024,3UC2AR082186-01S2,UC2AR082186,UC2,NIAMS,83970,false,Precision Mapping of Knee Pain in Osteoarthritis: Understanding differences between pain with activity and rest,RUSH UNIVERSITY MEDICAL CENTER,2024-09-13T00:00:00,2025-08-31T00:00:00
11037437,,,,RICHARD J MILLER,unmatched,false,2024,3UC2AR082186-01S2,UC2AR082186,UC2,NIAMS,83970,false,Precision Mapping of Knee Pain in Osteoarthritis: Understanding differences between pain with activity and rest,RUSH UNIVERSITY MEDICAL CENTER,2024-09-13T00:00:00,2025-08-31T00:00:00
11037437,,,,Anne-Marie  Malfait,unmatched,true,2024,3UC2AR082186-01S2,UC2AR082186,UC2,NIAMS,83970,false,Precision Mapping of Knee Pain in Osteoarthritis: Understanding differences between pain with activity and rest,RUSH UNIVERSITY MEDICAL CENTER,2024-09-13T00:00:00,2025-08-31T00:00:00
10818363,,,,DEBORAH A HALL,ambiguous_first_last,true,2024,5R01NS125294-03,R01NS125294,R01,NINDS,609313,false,"Racial Disparities in Parkinson Disease- Clinical Phenotype, Management and Genetics",RUSH UNIVERSITY MEDICAL CENTER,2022-04-01T00:00:00,2027-03-31T00:00:00
10818363,,,,LISA M. SHULMAN,unmatched,false,2024,5R01NS125294-03,R01NS125294,R01,NINDS,609313,false,"Racial Disparities in Parkinson Disease- Clinical Phenotype, Management and Genetics",RUSH UNIVERSITY MEDICAL CENTER,2022-04-01T00:00:00,2027-03-31T00:00:00
10827462,,Yanling Wang,Neurological Sciences,Yanling  Wang,exact_first_last,true,2024,5R01AG074082-03,R01AG074082,R01,NIA,718503,false,"Uncovering cell-type-specific driver genes of Alzheimer's Disease by pathology-indexing scRNA-seq, spatial transcriptomics, and CRISPR screens",RUSH UNIVERSITY MEDICAL CENTER,2022-04-15T00:00:00,2027-03-31T00:00:00
11281160,,,,Fotios  Asimakopoulos,unmatched,true,2024,7R01CA252937-06,R01CA252937,R01,NCI,74234,true,Tumor matrix remodeling in anti-myeloma immunity and immunotherapy,RUSH UNIVERSITY MEDICAL CENTER,2020-07-01T00:00:00,2026-06-30T00:00:00
11036741,,,,Anne-Marie  Malfait,unmatched,true,2024,1R21AR085242-01,R21AR085242,R21,NIAMS,351223,true,The role of Nerve-fibroblast communication in EDS pain,RUSH UNIVERSITY MEDICAL CENTER,2024-09-23T00:00:00,2026-08-31T00:00:00
10848924,,D. Rick Sumner,Anatomy & Cell Biology,D Rick Sumner,exact_first_last,true,2024,2T32AR073157-06,T32AR073157,T32,NIAMS,367877,false,Pre and Post-Doctoral Training in Joint Health,RUSH UNIVERSITY MEDICAL CENTER,2019-06-01T00:00:00,2029-05-31T00:00:00
10864925,,Patricia Boyle,Psychiatry & Behavioral Sciences,PATRICIA A BOYLE,exact_first_last,true,2024,5R01AG034374-13,R01AG034374,R01,NIA,940498,false,Characterizing the Behavior Profile of Healthy Cognitive Aging,RUSH UNIVERSITY MEDICAL CENTER,2009-08-15T00:00:00,2027-04-30T00:00:00
10874371,,Neelum T. Aggarwal,Neurological Sciences,NEELUM T. AGGARWAL,exact_first_last,true,2024,5R01AG062637-04,R01AG062637,R01,NIA,3033308,false,MIND DIET AND DEMENTIA PREVENTION IN ISCHEMIC STROKE PATIENTS,RUSH UNIVERSITY MEDICAL CENTER,2020-09-01T00:00:00,2026-05-31T00:00:00
10800813,,,,Camille Emilie Adeline Mace,unmatched,true,2024,5R01DK133330-02,R01DK133330,R01,NIDDK,333696,false,Covid-19 induced worsening of glomerular diseases,RUSH UNIVERSITY MEDICAL CENTER,2023-03-15T00:00:00,2027-12-31T00:00:00
10844418,,John Martin,Orthopedic Surgery,John  Martin,exact_first_last,true,2024,5R00AR077685-04,R00AR077685,R00,NIAMS,241530,false,Exercise-Induced Recovery of Intervertebral Disc Health,RUSH UNIVERSITY MEDICAL CENTER,2023-05-19T00:00:00,2025-12-31T00:00:00
10866560,,John W. Burns,Psychiatry & Behavioral Sciences,John W. Burns,exact_first_last,true,2024,5R01NR020610-03,R01NR020610,R01,NINR,750515,true,"Comparative Mechanisms (Mediators, Moderators) of Psychosocial Chronic Pain Treatments",RUSH UNIVERSITY MEDICAL CENTER,2022-09-26T00:00:00,2027-06-30T00:00:00
10866560,,,,MARK A LUMLEY,unmatched,false,2024,5R01NR020610-03,R01NR020610,R01,NINR,750515,true,"Comparative Mechanisms (Mediators, Moderators) of Psychosocial Chronic Pain Treatments",RUSH UNIVERSITY MEDICAL CENTER,2022-09-26T00:00:00,2027-06-30T00:00:00
10884997,,Julie A. Schneider,Pathology,Julie A. Schneider,exact_first_last,true,2024,5R01AG067482-05,R01AG067482,R01,NIA,1364712,true,Characterizing TDP-43 related hippocampal degeneration and memory loss in aging,RUSH UNIVERSITY MEDICAL CENTER,2020-06-01T00:00:00,2027-03-31T00:00:00
10907269,,,,Joel D Boerckel,unmatched,false,2024,1R13AR084338-01,R13AR084338,R13,NIAMS,15000,false,International Society of Bone Morphometry (ISBM) 2024 Meeting,RUSH UNIVERSITY MEDICAL CENTER,2024-04-01T00:00:00,2025-03-31T00:00:00
10907269,,Frank C. Ko,Anatomy & Cell Biology,Frank  Ko,exact_first_last,true,2024,1R13AR084338-01,R13AR084338,R13,NIAMS,15000,false,International Society of Bone Morphometry (ISBM) 2024 Meeting,RUSH UNIVERSITY MEDICAL CENTER,2024-04-01T00:00:00,2025-03-31T00:00:00
10801563,,,,Guillermo Antonio Ameer,unmatched,false,2024,1R01DK135557-01A1,R01DK135557,R01,NIDDK,674540,false,Assessment of CCL3 Therapy in Diabetic Wound Care,RUSH UNIVERSITY MEDICAL CENTER,2024-01-18T00:00:00,2024-07-31T00:00:00
10801563,,Sasha H. Shafikhani,Internal Medicine,SASHA H SHAFIKHANI,exact_first_last,true,2024,1R01DK135557-01A1,R01DK135557,R01,NIDDK,674540,false,Assessment of CCL3 Therapy in Diabetic Wound Care,RUSH UNIVERSITY MEDICAL CENTER,2024-01-18T00:00:00,2024-07-31T00:00:00
10989208,,Carl Maki,Anatomy & Cell Biology,Carl G Maki,exact_first_last,true,2024,1R01CA285743-01A1,R01CA285743,R01,NCI,340215,false,Synthetic lethal targeting of KRAS/KEAP1 co-mutant non-small cell lung cancer,RUSH UNIVERSITY MEDICAL CENTER,2024-07-03T00:00:00,2029-06-30T00:00:00
10873132,7927,Lisa Barnes,Neurological Sciences,Lisa L Barnes,exact_first_last,true,2024,5P30AG072975-04,P30AG072975,P30,NIA,380254,false,Core B: Clinical Core,RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-06-30T00:00:00
10873136,7928,Sue Leurgans,Neurological Sciences,Sue E. Leurgans,exact_first_last,true,2024,5P30AG072975-04,P30AG072975,P30,NIA,371305,false,Core C: Data Management and Statistical Core,RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-06-30T00:00:00
10873164,7934,Patricia Boyle,Psychiatry & Behavioral Sciences,PATRICIA A BOYLE,exact_first_last,true,2024,5P30AG072975-04,P30AG072975,P30,NIA,59928,false,Core G: Research Education Component (RL5),RUSH UNIVERSITY MEDICAL CENTER,2021-09-01T00:00:00,2026-06-30T00:00:00
10892121,9277,,,Anne-Marie  Malfait,unmatched,true,2024,5P30AR079206-04,P30AR079206,P30,NIAMS,337357,false,Administrative Core A,RUSH UNIVERSITY MEDICAL CENTER,2021-09-14T00:00:00,2026-08-31T00:00:00
10786053,,Kyle J. Popovich,Internal Medicine,Kyle Jeanne Popovich,exact_first_last,true,2024,5R01AI146079-05,R01AI146079,R01,NIAID,175000,false,A multi-level genomic and spatial analysis of MRSA transmission,RUSH UNIVERSITY MEDICAL CENTER,2020-03-11T00:00:00,2026-02-28T00:00:00
10848478,,Yanling Wang,Neurological Sciences,Yanling  Wang,exact_first_last,true,2024,5R01AG079223-03,R01AG079223,R01,NIA,730633,false,Investigating the Effect of APOE Alleles on Neuro-Immunity of Human Brain Borders in Normal Aging and Alzheimer's Disease Using Single-Cell Multi-Omics and In Vitro Organoids,RUSH UNIVERSITY MEDICAL CENTER,2022-09-01T00:00:00,2027-05-31T00:00:00
10850602,,Tricia Johnson,College of Health Sciences,TRICIA J. JOHNSON,exact_first_last,false,2024,3R01MD013969-05S1,R01MD013969,R01,NIMHD,64174,false,Reducing Disparity in Receipt of Mother’s Own Milk in Very Low Birth Weight Infants: An Economic Intervention to Improve Adherence to Sustained Maternal Breast Pump Use,RUSH UNIVERSITY MEDICAL CENTER,2020-04-18T00:00:00,2025-03-28T00:00:00
10850602,,Aloka L. Patel,Pediatrics,Aloka Lahoti Patel,exact_first_last,true,2024,3R01MD013969-05S1,R01MD013969,R01,NIMHD,64174,false,Reducing Disparity in Receipt of Mother’s Own Milk in Very Low Birth Weight Infants: An Economic Intervention to Improve Adherence to Sustained Maternal Breast Pump Use,RUSH UNIVERSITY MEDICAL CENTER,2020-04-18T00:00:00,2025-03-28T00:00:00
10941880,,Kirsten A. Dickins,Psychiatry & Behavioral Sciences,Kirsten  Dickins,exact_first_last,true,2024,1R01NR021261-01,R01NR021261,R01,NINR,634016,false,Improving Traumatic Stress in Black Women Experiencing Homelessness: Evaluation of a Stakeholder Engaged Intervention,RUSH UNIVERSITY MEDICAL CENTER,2024-07-16T00:00:00,2024-10-18T00:00:00
10789860,,,,Lena  Al-Harthi,unmatched,true,2024,5T32GM139785-04,T32GM139785,T32,NIGMS,517265,false,IMSD at Rush University,RUSH UNIVERSITY MEDICAL CENTER,2021-02-01T00:00:00,2026-01-31T00:00:00
10789860,,,,GABRIELLA  CS-SZABO,unmatched,false,2024,5T32GM139785-04,T32GM139785,T32,NIGMS,517265,false,IMSD at Rush University,RUSH UNIVERSITY MEDICAL CENTER,2021-02-01T00:00:00,2026-01-31T00:00:00
10789860,,,,Giselle  Sandi,unmatched,false,2024,5T32GM139785-04,T32GM139785,T32,NIGMS,517265,false,IMSD at Rush University,RUSH UNIVERSITY MEDICAL CENTER,2021-02-01T00:00:00,2026-01-31T00:00:00
10840949,,,,Thomas Levin Geiser Andersen,unmatched,false,2024,5R01AR080118-02,R01AR080118,R01,NIAMS,391487,false,How bisphosphonates affect bone matrix and remodeling: implications for atypical femoral fractures,RUSH UNIVERSITY MEDICAL CENTER,2023-05-12T00:00:00,2028-03-31T00:00:00
10840949,,Ryan Ross,Anatomy & Cell Biology,Ryan Dee Ross,exact_first_last,true,2024,5R01AR080118-02,R01AR080118,R01,NIAMS,391487,false,How bisphosphonates affect bone matrix and remodeling: implications for atypical femoral fractures,RUSH UNIVERSITY MEDICAL CENTER,2023-05-12T00:00:00,2028-03-31T00:00:00
10840949,,,,Joseph Michael Wallace,unmatched,false,2024,5R01AR080118-02,R01AR080118,R01,NIAMS,391487,false,How bisphosphonates affect bone matrix and remodeling: implications for atypical femoral fractures,RUSH UNIVERSITY MEDICAL CENTER,2023-05-12T00:00:00,2028-03-31T00:00:00
10848335,,Sanda Predescu,Internal Medicine,Sanda A Predescu,exact_first_last,true,2024,5R01HL127022-08,R01HL127022,R01,NHLBI,392500,true,Cleavage of intersectin-1s by Granzyme B and Pulmonary Arterial Hypertension,RUSH UNIVERSITY MEDICAL CENTER,2015-09-01T00:00:00,2026-05-31T00:00:00
10868957,,,,Pui Ying  Lam,unmatched,false,2024,1R21DK139449-01,R21DK139449,R21,NIDDK,250561,false,Developing Danionella cerebrum as an adult vertebrate model to study kidney disease,RUSH UNIVERSITY MEDICAL CENTER,2024-04-01T00:00:00,2026-03-31T00:00:00
10868957,,Steve Mangos,Internal Medicine,Steve  Mangos,exact_first_last,true,2024,1R21DK139449-01,R21DK139449,R21,NIDDK,250561,false,Developing Danionella cerebrum as an adult vertebrate model to study kidney disease,RUSH UNIVERSITY MEDICAL CENTER,2024-04-01T00:00:00,2026-03-31T00:00:00
10870020,,Michael Fill,Physiology & Biophysics,Michael  Fill,exact_first_last,true,2024,5R01HL057832-25,R01HL057832,R01,NHLBI,654349,true,Collective Ryanodine Receptor Operation at Release Sites,RUSH UNIVERSITY MEDICAL CENTER,1997-05-01T00:00:00,2026-06-30T00:00:00
10870020,,Dirk Gillespie,Physiology & Biophysics,Dirk  Gillespie,exact_first_last,false,2024,5R01HL057832-25,R01HL057832,R01,NHLBI,654349,true,Collective Ryanodine Receptor Operation at Release Sites,RUSH UNIVERSITY MEDICAL CENTER,1997-05-01T00:00:00,2026-06-30T00:00:00
